credentialset_id,prediction_date,n_updates_30d,mean_time_30d,max_time_30d,min_time_30d,n_updates_60d,mean_time_60d,max_time_60d,min_time_60d,n_updates_90d,mean_time_90d,max_time_90d,min_time_90d,n_updates_120d,mean_time_120d,max_time_120d,min_time_120d,provider_n_updates,provider_n_updates_weekday,n_updates_weekday,n_successful_crawls,n_unsuccessful_crawls,is_last_crawl_succed,n_days_since_last_crawl,target
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-13,0.17391304347826086,4.0,6,1,0.2830188679245283,2.857142857142857,8,1,0.25301204819277107,3.4,12,1,0.23008849557522124,4.12,14,1,0.34965277777777776,0.4725,0.56,1.0,4.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-14,0.17391304347826086,4.0,6,1,0.2830188679245283,2.857142857142857,8,1,0.25301204819277107,3.4,12,1,0.23008849557522124,4.12,14,1,0.34965277777777776,0.4275,0.56,1.0,3.0,0.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-15,0.21739130434782608,4.75,7,1,0.3018867924528302,3.1333333333333333,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23893805309734514,4.230769230769231,14,1,0.34965277777777776,0.40625,0.5769230769230769,0.0,3.0,0.0,3.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-16,0.21739130434782608,4.75,7,1,0.3018867924528302,3.1333333333333333,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23893805309734514,4.230769230769231,14,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,1.0,2.0,1.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-17,0.21739130434782608,4.75,7,1,0.3018867924528302,3.1333333333333333,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23893805309734514,4.230769230769231,14,1,0.34965277777777776,0.0,0.0,1.0,2.0,1.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-18,0.21739130434782608,4.75,7,1,0.3018867924528302,3.1333333333333333,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23008849557522124,4.2,14,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,1.0,2.0,1.0,3.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-19,0.17391304347826086,4.666666666666667,7,1,0.3018867924528302,3.1333333333333333,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23008849557522124,4.2,14,1,0.34965277777777776,0.375,0.5769230769230769,1.0,1.0,1.0,4.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-20,0.17391304347826086,4.666666666666667,7,1,0.3018867924528302,3.1333333333333333,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23008849557522124,4.2,14,1,0.34965277777777776,0.4725,0.56,1.0,1.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-21,0.17391304347826086,4.666666666666667,7,1,0.2830188679245283,3.0714285714285716,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23008849557522124,4.2,14,1,0.34965277777777776,0.4275,0.56,1.0,2.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-22,0.17391304347826086,4.666666666666667,7,1,0.2830188679245283,3.0714285714285716,8,1,0.26506024096385544,3.5714285714285716,12,1,0.23008849557522124,4.2,14,1,0.34965277777777776,0.40625,0.5769230769230769,1.0,2.0,0.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-23,0.21739130434782608,5.5,8,1,0.3018867924528302,3.4,8,1,0.26506024096385544,3.857142857142857,12,1,0.23008849557522124,4.44,14,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,0.0,2.0,0.0,3.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-24,0.17391304347826086,5.333333333333333,8,1,0.3018867924528302,3.4,8,1,0.26506024096385544,3.857142857142857,12,1,0.23008849557522124,4.44,14,1,0.34965277777777776,0.0,0.0,0.0,2.0,0.0,4.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-25,0.17391304347826086,5.333333333333333,8,1,0.2830188679245283,3.5714285714285716,8,1,0.25301204819277107,3.95,12,1,0.22123893805309736,4.041666666666667,12,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,1.0,2.0,1.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-26,0.17391304347826086,5.333333333333333,8,1,0.2641509433962264,3.769230769230769,8,1,0.25301204819277107,3.95,12,1,0.22123893805309736,4.041666666666667,12,1,0.34965277777777776,0.375,0.5769230769230769,1.0,3.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-27,0.17391304347826086,5.333333333333333,8,1,0.24528301886792453,3.8333333333333335,8,1,0.24096385542168675,3.526315789473684,8,1,0.22123893805309736,4.041666666666667,12,1,0.34965277777777776,0.4725,0.56,1.0,2.0,0.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-28,0.17391304347826086,5.333333333333333,8,1,0.24528301886792453,3.8333333333333335,8,1,0.24096385542168675,3.526315789473684,8,1,0.22123893805309736,4.041666666666667,12,1,0.34965277777777776,0.4275,0.56,1.0,1.0,0.0,3.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-29,0.17391304347826086,5.333333333333333,8,1,0.24528301886792453,3.8333333333333335,8,1,0.24096385542168675,3.526315789473684,8,1,0.22123893805309736,4.041666666666667,12,1,0.34965277777777776,0.40625,0.5769230769230769,1.0,1.0,0.0,4.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-06-30,0.13043478260869565,7.5,8,7,0.22641509433962265,4.090909090909091,8,1,0.24096385542168675,3.526315789473684,8,1,0.22123893805309736,4.041666666666667,12,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,1.0,1.0,0.0,5.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-01,0.13043478260869565,8.0,8,8,0.22641509433962265,4.7272727272727275,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.0,0.0,1.0,1.0,0.0,6.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-02,0.13043478260869565,8.0,8,8,0.20754716981132076,5.1,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,0.0,1.0,0.0,7.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-03,0.13043478260869565,8.0,8,8,0.18867924528301888,5.444444444444445,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.375,0.5769230769230769,1.0,0.0,1.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-04,0.13043478260869565,8.0,8,8,0.18867924528301888,5.444444444444445,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.4725,0.56,1.0,0.0,1.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-05,0.13043478260869565,8.0,8,8,0.16981132075471697,5.75,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.4275,0.56,1.0,1.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-06,0.13043478260869565,8.0,8,8,0.16981132075471697,5.75,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.40625,0.5769230769230769,1.0,1.0,0.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-07,0.13043478260869565,8.0,8,8,0.16981132075471697,5.75,8,1,0.25301204819277107,3.75,8,1,0.23008849557522124,4.2,12,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,1.0,2.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-08,0.13043478260869565,7.5,8,7,0.16981132075471697,6.25,8,1,0.26506024096385544,3.9047619047619047,8,1,0.23893805309734514,4.3076923076923075,12,1,0.34965277777777776,0.0,0.0,1.0,3.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-09,0.13043478260869565,7.5,8,7,0.16981132075471697,6.25,8,1,0.25301204819277107,4.0,8,1,0.23008849557522124,4.4,12,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,1.0,4.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-10,0.13043478260869565,7.5,8,7,0.16981132075471697,6.25,8,1,0.25301204819277107,4.0,8,1,0.23008849557522124,4.4,12,1,0.34965277777777776,0.375,0.5769230769230769,0.0,5.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-11,0.13043478260869565,7.5,8,7,0.1509433962264151,6.0,8,1,0.24096385542168675,4.105263157894737,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.4725,0.56,0.0,5.0,0.0,2.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-12,0.13043478260869565,7.5,8,7,0.1509433962264151,6.0,8,1,0.24096385542168675,4.105263157894737,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.4275,0.56,0.0,4.0,0.0,3.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-13,0.13043478260869565,7.5,8,7,0.1509433962264151,6.0,8,1,0.2289156626506024,3.888888888888889,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.40625,0.5769230769230769,0.0,4.0,0.0,4.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-14,0.13043478260869565,7.5,8,7,0.1509433962264151,6.0,8,1,0.2289156626506024,3.888888888888889,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,0.0,3.0,0.0,5.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-15,0.13043478260869565,7.5,8,7,0.1509433962264151,6.0,8,1,0.2289156626506024,3.888888888888889,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.0,0.0,1.0,2.0,1.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-16,0.08695652173913043,7.0,7,7,0.1509433962264151,6.0,8,1,0.2289156626506024,3.888888888888889,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,1.0,2.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-17,0.08695652173913043,7.0,7,7,0.1509433962264151,6.0,8,1,0.2289156626506024,3.888888888888889,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.375,0.5769230769230769,1.0,2.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-18,0.08695652173913043,7.0,7,7,0.1509433962264151,6.0,8,1,0.2289156626506024,3.888888888888889,8,1,0.22123893805309736,4.083333333333333,12,1,0.34965277777777776,0.4725,0.56,1.0,3.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-19,0.13043478260869565,9.0,11,7,0.1509433962264151,6.857142857142857,11,1,0.24096385542168675,4.2631578947368425,11,1,0.23008849557522124,4.36,12,1,0.34965277777777776,0.4275,0.56,1.0,4.0,0.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-20,0.17391304347826086,6.333333333333333,11,1,0.16981132075471697,6.125,11,1,0.25301204819277107,4.1,11,1,0.23893805309734514,4.230769230769231,12,1,0.34965277777777776,0.40625,0.5769230769230769,1.0,4.0,0.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-21,0.21739130434782608,5.0,11,1,0.18867924528301888,5.555555555555555,11,1,0.25301204819277107,3.95,11,1,0.24778761061946902,4.111111111111111,12,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,1.0,5.0,0.0,1.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-22,0.21739130434782608,5.0,11,1,0.18867924528301888,5.555555555555555,11,1,0.25301204819277107,3.95,11,1,0.24778761061946902,4.111111111111111,12,1,0.34965277777777776,0.0,0.0,0.0,5.0,0.0,2.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-23,0.21739130434782608,5.0,11,1,0.18867924528301888,5.555555555555555,11,1,0.25301204819277107,3.95,11,1,0.23893805309734514,4.1923076923076925,12,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,0.0,4.0,0.0,3.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-24,0.17391304347826086,4.333333333333333,11,1,0.16981132075471697,5.5,11,1,0.25301204819277107,3.95,11,1,0.23893805309734514,4.1923076923076925,12,1,0.34965277777777776,0.375,0.5769230769230769,0.0,3.0,0.0,4.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-25,0.17391304347826086,4.333333333333333,11,1,0.16981132075471697,5.5,11,1,0.24096385542168675,4.105263157894737,11,1,0.23008849557522124,4.28,12,1,0.34965277777777776,0.4725,0.56,0.0,2.0,0.0,5.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-26,0.17391304347826086,4.333333333333333,11,1,0.16981132075471697,5.5,11,1,0.2289156626506024,4.277777777777778,11,1,0.23008849557522124,4.28,12,1,0.34965277777777776,0.4275,0.56,0.0,1.0,0.0,6.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-27,0.17391304347826086,4.333333333333333,11,1,0.16981132075471697,5.5,11,1,0.21686746987951808,4.352941176470588,11,1,0.22123893805309736,3.9583333333333335,11,1,0.34965277777777776,0.40625,0.5769230769230769,0.0,1.0,0.0,7.0,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-28,0.17391304347826086,4.333333333333333,11,1,0.16981132075471697,5.5,11,1,0.21686746987951808,4.352941176470588,11,1,0.22123893805309736,3.9583333333333335,11,1,0.34965277777777776,0.45913461538461536,0.7307692307692307,0.0,0.0,,,1.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-29,0.21739130434782608,5.25,11,1,0.18867924528301888,5.777777777777778,11,1,0.2289156626506024,4.555555555555555,11,1,0.23008849557522124,4.12,11,1,0.34965277777777776,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-30,0.21739130434782608,5.25,11,1,0.16981132075471697,6.375,11,1,0.21686746987951808,4.764705882352941,11,1,0.23008849557522124,4.12,11,1,0.34965277777777776,0.31490384615384615,0.11538461538461539,1.0,0.0,1.0,2.0,0.0
0000349e-0a0f-3373-a4f1-05bce8b528b3,2023-07-31,0.17391304347826086,3.3333333333333335,8,1,0.1509433962264151,6.285714285714286,11,1,0.20481927710843373,5.0,11,1,0.23008849557522124,4.12,11,1,0.34965277777777776,0.375,0.5769230769230769,1.0,0.0,1.0,3.0,0.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-02,0.8260869565217391,1.2222222222222223,2,1,0.7924528301886793,1.2439024390243902,3,1,0.8192771084337349,1.2238805970149254,3,1,0.8053097345132744,1.2333333333333334,3,1,0.8,0.9230769230769231,0.7307692307692307,2.0,3.0,1.0,2.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-03,0.8260869565217391,1.2222222222222223,2,1,0.8113207547169812,1.2380952380952381,3,1,0.8192771084337349,1.2238805970149254,3,1,0.8141592920353983,1.2307692307692308,3,1,0.8,0.7307692307692307,0.0,2.0,3.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-04,0.782608695652174,1.2352941176470589,2,1,0.7924528301886793,1.2439024390243902,3,1,0.8072289156626506,1.2272727272727273,3,1,0.8053097345132744,1.2333333333333334,3,1,0.8,0.7307692307692307,0.11538461538461539,3.0,2.0,1.0,1.0,0.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-05,0.7391304347826086,1.1875,2,1,0.7735849056603774,1.25,3,1,0.7951807228915663,1.2307692307692308,3,1,0.7964601769911505,1.2359550561797752,3,1,0.8,0.7692307692307693,0.5769230769230769,3.0,2.0,0.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-06,0.7391304347826086,1.1875,2,1,0.7547169811320755,1.2564102564102564,3,1,0.7831325301204819,1.234375,3,1,0.7876106194690266,1.2386363636363635,3,1,0.8,0.92,0.56,4.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-07,0.7391304347826086,1.375,4,1,0.7547169811320755,1.3333333333333333,4,1,0.7831325301204819,1.28125,4,1,0.7876106194690266,1.2613636363636365,4,1,0.8,0.72,0.56,5.0,1.0,1.0,1.0,0.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-08,0.7391304347826086,1.375,4,1,0.7547169811320755,1.3333333333333333,4,1,0.7831325301204819,1.28125,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.8076923076923077,0.5769230769230769,4.0,1.0,1.0,2.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-09,0.7391304347826086,1.375,4,1,0.7547169811320755,1.3076923076923077,4,1,0.7831325301204819,1.28125,4,1,0.7964601769911505,1.247191011235955,4,1,0.8,0.9230769230769231,0.7307692307692307,5.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-10,0.7391304347826086,1.375,4,1,0.7735849056603774,1.3,4,1,0.7831325301204819,1.28125,4,1,0.8053097345132744,1.2444444444444445,4,1,0.8,0.7307692307692307,0.0,5.0,1.0,1.0,1.0,0.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-11,0.7391304347826086,1.375,4,1,0.7735849056603774,1.3,4,1,0.7831325301204819,1.28125,4,1,0.8053097345132744,1.2444444444444445,4,1,0.8,0.7307692307692307,0.11538461538461539,4.0,1.0,1.0,2.0,0.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-12,0.6956521739130435,1.3333333333333333,4,1,0.7547169811320755,1.3076923076923077,4,1,0.7710843373493976,1.2698412698412698,4,1,0.7964601769911505,1.247191011235955,4,1,0.8,0.7692307692307693,0.5769230769230769,4.0,1.0,0.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-13,0.7391304347826086,1.375,4,1,0.7547169811320755,1.3333333333333333,4,1,0.7831325301204819,1.28125,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.92,0.56,4.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-14,0.7391304347826086,1.3125,4,1,0.7547169811320755,1.3333333333333333,4,1,0.7831325301204819,1.28125,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.72,0.56,4.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-15,0.7391304347826086,1.3125,4,1,0.7358490566037735,1.3421052631578947,4,1,0.7710843373493976,1.2857142857142858,4,1,0.7876106194690266,1.2386363636363635,4,1,0.8,0.8076923076923077,0.5769230769230769,5.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-16,0.7391304347826086,1.375,4,1,0.7358490566037735,1.368421052631579,4,1,0.7710843373493976,1.3015873015873016,4,1,0.7964601769911505,1.247191011235955,4,1,0.8,0.9230769230769231,0.7307692307692307,5.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-17,0.7391304347826086,1.375,4,1,0.7358490566037735,1.368421052631579,4,1,0.7710843373493976,1.3015873015873016,4,1,0.8053097345132744,1.2444444444444445,4,1,0.8,0.7307692307692307,0.0,5.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-18,0.6956521739130435,1.4,4,1,0.7169811320754716,1.3513513513513513,4,1,0.7590361445783133,1.3064516129032258,4,1,0.7964601769911505,1.247191011235955,4,1,0.8,0.7307692307692307,0.11538461538461539,6.0,1.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-19,0.6521739130434783,1.4285714285714286,4,1,0.7169811320754716,1.3513513513513513,4,1,0.7469879518072289,1.3114754098360655,4,1,0.7876106194690266,1.25,4,1,0.8,0.7692307692307693,0.5769230769230769,6.0,0.0,1.0,2.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-20,0.6521739130434783,1.5,4,1,0.7169811320754716,1.4054054054054055,4,1,0.7469879518072289,1.3278688524590163,4,1,0.7876106194690266,1.2727272727272727,4,1,0.8,0.92,0.56,6.0,0.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-21,0.6956521739130435,1.4666666666666666,4,1,0.7169811320754716,1.4054054054054055,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7876106194690266,1.2727272727272727,4,1,0.8,0.72,0.56,6.0,0.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-22,0.6956521739130435,1.4666666666666666,4,1,0.7169811320754716,1.3513513513513513,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7876106194690266,1.2727272727272727,4,1,0.8,0.8076923076923077,0.5769230769230769,6.0,0.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-23,0.6956521739130435,1.4666666666666666,4,1,0.7358490566037735,1.3421052631578947,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7876106194690266,1.2613636363636365,4,1,0.8,0.9230769230769231,0.7307692307692307,5.0,0.0,1.0,2.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-24,0.6956521739130435,1.4666666666666666,4,1,0.7547169811320755,1.3333333333333333,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.7307692307692307,0.0,5.0,0.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-25,0.6956521739130435,1.4666666666666666,4,1,0.7547169811320755,1.3076923076923077,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.7307692307692307,0.11538461538461539,4.0,0.0,1.0,2.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-26,0.6956521739130435,1.2666666666666666,3,1,0.7735849056603774,1.3,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.7692307692307693,0.5769230769230769,4.0,0.0,1.0,3.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-27,0.7391304347826086,1.25,3,1,0.7735849056603774,1.3,4,1,0.7590361445783133,1.3225806451612903,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.92,0.56,3.0,0.0,1.0,4.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-28,0.782608695652174,1.2352941176470589,3,1,0.7735849056603774,1.3,4,1,0.7590361445783133,1.3064516129032258,4,1,0.7964601769911505,1.2584269662921348,4,1,0.8,0.72,0.56,3.0,0.0,1.0,1.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-29,0.8260869565217391,1.2222222222222223,3,1,0.7735849056603774,1.275,4,1,0.7710843373493976,1.3015873015873016,4,1,0.7964601769911505,1.247191011235955,4,1,0.8,0.8076923076923077,0.5769230769230769,2.0,0.0,1.0,2.0,1.0
00007e1b-ae0a-3989-b3f1-759732362837,2023-06-30,0.8260869565217391,1.2222222222222223,3,1,0.7924528301886793,1.2682926829268293,4,1,0.7710843373493976,1.2857142857142858,4,1,0.8053097345132744,1.2444444444444445,4,1,0.8,0.9230769230769231,0.7307692307692307,3.0,0.0,1.0,1.0,1.0
